"MDVP.Fo.Hz.","MDVP.Fhi.Hz.","MDVP.Flo.Hz.","MDVP.Jitter.Abs.","Shimmer.DDA","HNR","RPDE","DFA","spread1","spread2","D2","PPE"
-0.834421481269898,-0.667836729216273,-0.0531313341769522,-0.354384866575195,-0.678465670425678,0.677931339637663,0.731569195110776,0.887875711451563,-0.0239281145521683,0.424894132848046,-1.26926895886744,-0.0288752936033027
-0.749673180790273,-0.719425249012194,-0.0071670971169526,-0.302486142032788,-0.547377703262362,0.569754327406621,0.569476830344261,0.659207830792196,-0.770000966746368,0.42383693409636,-1.0246568737556,-0.93775769204501
-1.10361076185187,-0.894804757444816,-0.261464212175905,-0.39070409955745,-0.718449451577207,1.06517096038761,1.24157688936904,0.790921110387109,-0.45272476028373,-0.468895436345012,-0.848606948800053,-0.490163395337646
-1.24991669213121,-0.970126475320236,-0.647381156077171,-0.119858518252709,-0.305525967527051,0.0729762672329021,0.764877298281222,0.920137825446492,-0.302882896412715,-1.69740299939788,-0.87999907071954,-0.315204871400326
0.0773409446232072,0.00081336827685149,-0.83352821216275,-0.0184077805279873,-0.173560973670281,-0.725688537427082,1.07776446665112,0.290452817875585,-0.00490146594327182,-1.24016672749541,-1.15749248259991,-0.027036211558359
-0.131242198820852,-0.193771783391183,-0.430990530697868,-0.335678968987532,0.747766143177148,-0.447639367127444,-0.0149490896796119,0.185236512174833,-0.201385805034,-0.962327101125843,-0.48827593980575,-0.184634202924748
-0.0765154533719716,-0.377672738011165,-0.323678493544067,-0.259375146324476,2.17095663488359,-0.282308908184822,-0.192854015853906,-0.117101152629254,-0.547477660178491,-0.631051606837725,-0.478046135228641,-0.675689816790973
-0.271079544014803,-0.380247787322278,-1.1599477730667,0.693735437248319,0.826309615838223,-0.35957605172121,0.00571516834324664,0.230685190421084,-0.0894307687038933,-0.843180761092564,-0.440752376317154,-0.261683409664556
-0.81627532108126,-0.44545537277962,-0.907466182970075,0.775282136788397,0.652134740385796,-0.217288658662156,-0.741245373659385,1.68255028717471,0.804834665173995,0.452231941814492,-0.18040500175206,0.881952789003931
-0.865443593311886,-0.642289432415558,-0.0948681264739393,1.33795698939156,1.35667768511855,-0.365528258388782,-0.651632572527406,1.88545726238984,1.44705975731184,0.895859114278451,-0.0817218713635643,1.81125284187898
-1.03837430982413,-0.719896344061962,-0.226610281110711,-0.034160767064418,0.0391470112174924,0.688979521766503,-0.409278741344542,1.60485599388644,0.170437956763118,0.663313693136726,-1.12031877816253,0.193436146627906
-0.745303854995157,-0.661448715950157,-0.0999501893731857,-0.244269230593309,-0.493515268514392,0.780680218206212,0.034680643191409,0.786337066657395,-0.539538470487336,0.972702672410286,-0.150852076095729,-0.689567151275316
-0.834071292782977,-0.746941832585042,-0.178610114461981,-0.314011142677798,-0.767609760128561,0.768462566179167,0.188071011001028,0.40867200227615,-0.504149936783065,0.0619742991872011,-0.47416758662147,-0.542696503921697
-0.844026805566308,-0.787711238914252,-0.194835380746959,-0.530933066715278,-1.06261797637463,0.920078626123712,-0.109231142395498,0.0534406853211403,-0.467570878993999,-0.483774308168976,-0.815939756677133,-0.50865536625788
-0.607479206828373,-0.465572134193998,-0.501314400442902,-0.174699527525253,-0.5678676092335,0.0338021580740652,0.68016007987819,-0.187035141000485,-0.234458842406226,-1.0061421812162,-1.09150020904583,-0.231679929891412
-0.440163628191963,-0.257149971003266,-0.559577786525104,-0.0116738932028339,-0.161018718141771,-0.314103359820238,0.885922101647226,-0.318639765568118,0.093009028374819,-0.666420918995165,-0.956472130724611,-0.00317275982848261
-0.442052040554614,-0.401311566678929,-0.454240772712865,0.0404642264357918,0.624682776525718,-0.218558069263277,0.582496501604819,-0.480403483778636,0.0910106667658945,-0.403850577215843,-0.373517193871226,-0.146314994992518
-0.525717284763434,-0.450597109989478,-0.660484410032516,0.389970790514742,0.892746400764827,-0.331897754520446,0.357480119114941,-0.193421815566991,0.156271997487179,-0.437661858167414,0.0663215292895979,-0.00116575039628447
-0.615489685994691,-0.200146141750252,-1.07977914844136,0.613267297851482,0.465530907518532,-0.420492431537982,0.11776609861171,0.234318341962663,0.286222553621632,-0.029054717615375,0.465723674299039,0.254752619921596
-0.957394512922776,-0.529624366369116,-0.412816281969466,0.903196450576966,0.558930664495622,-0.278032299933501,0.0712550594146123,1.48157180998426,1.00498002292091,0.225104762987712,-0.370217445430418,1.21426144411101
-0.63638463977197,-0.639018920449166,0.016876312179391,-0.131335010529262,-0.212615835218336,0.8001515499279,-0.731313623468115,1.18250190081625,-0.963063650797713,0.473374380427919,-0.43326227672848,-0.606189547654463
-0.828574470289123,-0.7735595099298,-0.421649056349805,-0.295710368749052,-0.863127489656851,0.592634168473525,-0.285908071419192,0.164025991855574,-0.223551798380206,-0.040685240239198,0.383344298347379,-0.206880871575711
-0.83548882234551,-0.748514325230174,-0.178039682317877,-0.140390429495171,-1.00260935766763,1.0920862685138,-0.376966681579077,-0.311955466555245,-1.0608666146062,-0.826516106125169,-0.158234420938028,-0.999303387284904
-0.661437718582113,-0.606494742545207,-0.122454597411939,-0.555756025574782,-0.939326037908863,0.766867995471719,0.0461274087452916,-1.17958039118518,-0.854947005037767,-0.895281994302649,-1.03617739935257,-0.834680584640951
-0.932451197187628,-0.585526425776296,-0.348913341456551,-0.135519974340553,-0.729937872920933,0.246307909571396,0.880332176295192,-0.951884652396042,0.0683546516979916,-0.667243708491487,-1.00224464311298,0.087102708558041
