"MDVP.Fo.Hz.","MDVP.Fhi.Hz.","MDVP.Flo.Hz.","MDVP.Jitter...","MDVP.Jitter.Abs.","MDVP.RAP","MDVP.PPQ","Jitter.DDP","MDVP.Shimmer","MDVP.Shimmer.dB.","Shimmer.APQ3","Shimmer.APQ5","MDVP.APQ","Shimmer.DDA","NHR","HNR","RPDE","DFA","spread1","spread2","D2","PPE"
2.18930042680755,0.652228147530443,2.67972425777068,-0.672897775562583,-0.937770956599565,-0.543639461976296,-0.63265178402981,-0.544062632260295,-0.70567400360559,-0.677262473866522,-0.624943727628351,-0.667508545818421,-0.749498930168083,-0.624902871304843,-0.45102446114808,0.383195748058451,-0.466714131963532,-1.5066010553791,-1.31021953194987,-1.00157046136343,-0.568615925485596,-1.21851380522962
1.28321153916941,1.67218528457092,1.33483371911616,-0.445912443405125,-0.597828627622383,-0.408588597270563,-0.45878067233434,-0.408913379296686,-0.664062645636952,-0.593093524215678,-0.640352742149103,-0.657611331918662,-0.672961497158148,-0.640348180361186,-0.218273839823952,0.40204973651825,-0.285688151083512,-1.21388241376526,-0.898928338347704,-0.592818291069269,-0.333561775877089,-0.884940780779317
-0.858744347564094,3.93164858348629,-0.496166467041216,-0.309743123459654,-0.0984017129284103,-0.376640710563719,-0.282670438487647,-0.37640231826369,-0.573814130259302,-0.50555932085471,-0.620366479456613,-0.588612576061119,-0.475530471891877,-0.620277736197495,-0.302537619095885,0.593344097164171,0.191804541229412,-0.221704275903063,-0.334371504845761,-0.0437017169928184,-0.369769177444914,-0.473481203038989
0.255181110122198,2.83896466566201,-0.937476603430158,-0.0770299067235377,-0.188574148940047,-0.260883825135611,-0.305771374730133,-0.261216559211161,-0.743001606661225,-0.571277407475385,-0.861868091396029,-0.804832427484274,-0.629848507601366,-0.861880179554093,0.0138813139232784,0.748347889244035,-0.431042935387752,-1.02075497307272,0.559173124897539,1.17634792849409,1.04155199719149,0.410455311489148
-0.956815723267297,-0.527692297248348,-0.56125468501733,0.660632943578426,1.17398075786765,0.721207049165529,0.40922459050487,0.721089879547159,-0.0718140231778616,-0.0676620486512192,-0.0269214857598934,-0.182357753528167,-0.171003037984555,-0.0272547923450434,0.339940808885777,-0.418020603969212,1.48192840806329,-1.226263223412,1.51422730001222,1.31939460554339,0.913787969826344,1.11066850024047
-0.717133540641134,-0.595793918960881,-0.456449469491902,1.8117421390581,2.16712511698012,1.89753472151969,1.39801344965401,1.89748460446649,1.04850094448346,0.862330023296541,1.0615542231555,0.755126263618861,0.837925114991049,1.06155408771455,1.93639303574029,-1.2985254848201,1.14131183156966,-0.80358757920315,1.32691008787515,0.514961428924492,0.749971823664768,1.10190245215931
-0.654172000116354,-0.576503715430852,-0.368993333630481,2.72979495980276,3.0474288063962,2.81110903578382,2.3641054971962,2.80996550893214,2.00318493663155,1.94390227843515,2.01987537996363,1.8131976351226,1.9950888230284,2.01989575904074,3.52188336799129,-2.12884219338851,1.33977994421969,-0.771186362633045,1.76750757864291,0.224422113252656,0.679938176960858,1.90444941828956
-0.0489492790091184,1.45372944734388,-0.0316121753341266,5.18797964878884,4.86141922286186,5.38056302703081,4.9145510465213,5.38159278408684,3.80195715520644,3.87338201553993,3.8936148158806,3.40273041368546,3.63351116726903,3.89388087351007,5.89502930610417,-2.83888119973481,1.25853550240764,-0.560704296771884,2.33694947243801,1.18320220430847,1.38041836150525,2.67996186344385
1.87398730587925,0.493860040152434,2.36538541988646,-0.632584134652356,-0.926053035229999,-0.49294354140054,-0.612998262892468,-0.492375062514325,-0.671560965265843,-0.631793004501481,-0.607938977702518,-0.597695889392512,-0.728979145078952,-0.607775992760184,-0.479514336216854,0.553631574071866,-1.76829065157248,-0.873316598490998,-1.42649867944808,-1.8766064601386,-0.218261911439737,-1.25586723355927
2.35752813811134,0.702295316336352,1.53867327509063,-0.890731899814593,-1.05495237900739,-0.792530317426841,-0.830162499522043,-0.792614176832644,-0.95151543264324,-0.907563602469616,-0.923269459268719,-0.86791519661963,-0.904945488430972,-0.923599012975773,-0.502812839698345,1.08506072487146,1.00258935027923,-1.48724992904733,-1.49283607021161,-0.345780450942363,-0.902310029111489,-1.32775386638561
0.37992517633556,1.90862145485545,-0.85517280713557,0.0287657920426561,-0.114509557086692,-0.151088926521207,-0.0241975917910538,-0.152289953034741,-0.427955632357747,-0.344884215181347,-0.451150168587531,-0.441683326475869,-0.332865891375582,-0.451141817981404,0.469695477500161,-0.250682456429075,0.134745185716109,-1.33243866337539,-0.340428929422509,-0.0240127100474898,-0.460346314593586,-0.367800229053808
1.59612864057444,0.570786051013866,-0.588880259992562,-0.505031038679092,-0.687628987562672,-0.612652413748022,-0.672184040872183,-0.613313249044321,-0.54674009680394,-0.543475523157007,-0.516889958808571,-0.597109017971674,-0.531528033690589,-0.516742942535432,-0.341963875845566,0.11559654800923,0.173613682525802,-2.52431659228026,0.182030374041639,1.67691647742904,1.30464230695256,0.226495233727717
0.370502185873338,0.584678341857432,-0.888656071922046,0.0444305275064224,-0.258510300090655,-0.245521301106707,-0.0627154535607498,-0.245046680398272,0.174376566029064,0.163517481313621,0.0120298089111046,0.117360858822003,0.422078637546473,0.011862765959553,0.053039141368787,-0.550447636959462,1.49801243067088,-1.3084545333382,1.65921402706546,2.26769270380875,1.57538386438506,1.62550081108553
