"MDVP.Fo.Hz.","spread1","spread2","PPE"
-0.310261459959226,-0.98931985827638,0.486261068374853,-1.1169395665946
-0.638724304417452,-1.22529360198548,-0.0578960969395472,-0.961954665205236
-0.902049064349825,-0.94286216823475,-0.894026378706916,-0.984141038566105
-0.864859239420589,-0.688494931234992,-0.566575739635102,-0.711593636272609
-0.875982051052026,-0.41485020569443,-0.121797236534265,-0.44327934819756
-0.915189243226232,-0.156354716164836,0.0683697967295495,-0.233982388279363
-0.745414337679938,0.639843418836029,0.246077851758149,-0.354499775046571
-0.836715134354178,0.145521875834398,0.357936144696657,0.178246640313024
-1.10376957209621,0.228256359260885,1.07327019518097,0.233676795067878
-0.926168715811764,-0.0859435832407716,1.30901076182705,-0.162352046262606
-0.683409808367129,-0.727795691342719,0.528081328245729,-0.727125326078363
-0.32232076747261,-0.686783379368739,-0.01701997343739,-0.720382600991409
-0.408558966585599,-0.777081715296069,-0.878225346251635,-0.748773952768133
-0.897806419258494,-0.615621376947934,-1.28819857789756,-0.73766609564397
-1.1102574869,-0.437884099147868,-0.530652874778621,-0.46940478841322
-0.953554818061854,-0.268669099940428,-0.384783209995079,-0.294783390070822
-0.907348136313176,0.158507968618084,0.117435183271385,0.14229031472196
-1.00182549409123,0.313541379007318,0.157441721564099,0.317276195041027
-0.705856278190777,0.545019170226524,0.647515975883343,0.467313665466112
-1.54716997106335,0.357305313146441,1.81750387830827,0.440203242589433
-0.0986996815365087,-0.457188660499492,-0.314678779297354,-0.442988264107199
-0.0102404599133206,-0.510741845747147,-0.537389952654776,-0.534529397058242
-0.126026903100761,-0.537024353153994,-1.34593422011951,-0.618231645839928
-1.13466266768048,-0.309906068560772,-1.60145812002758,-0.340615963387004
-0.957011955690595,-0.16937055718306,-0.907385373876383,-0.191767342032659
-0.944564592934294,0.0619819195587863,-0.450573753028931,0.088074295147891
-1.18035871816866,0.426302928164912,-0.242969384942012,0.509648967468904
-1.19093654885058,0.489577889245135,0.331911568047855,0.509662196111311
-1.14461469373743,0.65805234713347,0.894776147895282,0.645756607176627
-1.46296888915378,0.641351485038906,1.41054436848064,0.743050422473466
0.0316319393053928,-1.03854842248529,-0.201325222970896,-0.920140706544774
-0.00732028760460111,-0.691727547292397,-0.313426797878883,-0.752670980176636
0.0428937933594661,-0.262424234517488,-0.982090342002324,-0.29725994152882
-0.167684469096165,-0.241382127478255,-1.61684542037245,-0.228077930905262
-0.409604910301658,0.105093992688598,-1.61878251111646,0.059008390937419
-0.905283020230196,0.101972334388505,-1.0791632162367,0.105150502044299
-1.24692159348667,0.605296859254331,-0.881822582678153,0.617794718662581
-1.25750569852063,1.04512572360388,-0.564959916523057,1.27365574008771
-1.06689654510272,0.754649742393647,0.472742939109368,0.831397635975108
-0.990206379444543,1.06475100379219,0.906981830229712,0.676852888207992
-0.0129376716513628,-1.08556277240293,-0.637019226863361,-1.06273752875422
0.47874772413387,-0.957818847075835,-0.861044708423706,-0.807297749040309
0.479358369124682,0.0378216034825573,-1.17207770132214,-0.0106795378247851
-0.255439580402211,-0.0410355664934094,-0.939451738272946,-0.140219734262045
-0.383745170582864,0.234437747880722,-0.770861776758384,0.24317368519345
-0.744695979782613,0.480460713724168,-0.286866483138516,0.565515038372883
-0.869114892595927,1.60903845028824,-0.425489918638491,0.247213146971931
-1.0288914465334,1.09979387094498,-0.0129188694101885,1.36775104234292
-0.838127377996305,1.19099755592405,0.568182469715431,1.32721033329292
-0.879196381493083,1.95464663753724,0.913961376780401,0.673008404685561
-0.0497760202561362,-1.19780729681096,-1.32221134709199,-1.1379331738315
0.618385422038862,-1.05031445193541,-1.65216187727733,-0.926252253737051
1.25937373270102,-0.501516676620183,-1.13470774532823,-0.450119073403876
0.328910636086545,-0.300145599342259,-0.597701794485219,-0.35237959145085
-0.213881962526952,-0.00738618377044454,0.12861937099158,-0.109630391679876
-0.357252899642271,0.328040977238724,-0.0689681117043442,0.274339685032421
-0.329200711937585,0.726351234846656,-0.0967523297555333,0.54113605356199
-0.646278684094556,1.36762324542033,0.102883178960084,1.34309803896073
-0.767962053702193,1.78490053557896,0.223543577705947,2.01034419067578
-0.800976709277078,1.35232583982121,1.09806222898058,1.67699207610635
0.804157438498402,-1.40782127310857,-0.940249599152249,-1.24704117858881
1.12777041655821,-1.12891472952556,-0.797925542290386,-1.02604645531424
0.712356047695522,-0.804961954089943,-0.249006733032991,-0.788694914596482
0.501736041542933,-0.392633762522206,-0.156303591482339,-0.493433822283827
0.254387645199616,0.120051287891249,-0.067548388858103,0.103938027237457
0.203560003187016,0.433038881308708,-0.00752833414957819,0.559790094871459
0.160604769882954,1.09788362206454,0.423928598717957,0.822243253583243
-0.0500784127267575,1.46446066197057,0.443582117280926,1.7502174049556
-0.389793738592499,2.12575742166099,0.572758408373931,2.52377562148702
-1.12807411287245,2.20562068046835,1.81629770036102,1.78908832944328
1.14821062238629,-1.92618621124338,-0.658629718854684,-1.673749666126
1.05375689046107,-1.39473534195913,-0.602433542206374,-1.28151096258673
1.22699848048741,-0.882106997435342,-0.442200534645458,-0.907982015422348
1.39919015826215,-0.104527979009001,-0.405251092032126,-0.639728878046727
1.11156251119633,-0.124503242799899,-0.437316795796772,-0.12109638666644
1.17463171763201,0.638980833900665,0.176157161750127,0.58152862423891
0.608486074230408,0.86376279570738,0.628926023371207,0.35821806997031
0.387381125165928,0.953764693638837,1.03383175084016,0.904785768162853
0.0438343259766588,1.09151163006736,1.34443177936906,1.32689173376745
-0.0343767234483936,1.62754130838599,1.57796345405639,1.9281013196839
1.57443355205723,-1.32702436859635,-1.70484996742883,-1.17466477425947
2.00305850938975,-1.23188404180751,-0.635554246888858,-1.26756094966314
2.05725039547281,-1.02448121611276,-0.753275679320318,-0.98000691089662
1.25395941617136,-0.336604539763872,0.0999234951607472,-0.423471207832247
0.874589767103642,-0.214794605897304,0.548685660064933,-0.361581649212788
1.22776394466524,0.215688305652155,0.822236652763663,0.217711580023248
0.58451742056753,0.385973129349363,1.39592171828319,0.406953400983263
0.362835765881631,0.955906430278191,1.92745678363994,0.893783832582675
0.537311262871093,1.68459941151507,1.81573614153107,1.86420530735303
0.524859759694833,2.52126126446695,2.45186695632406,2.90485402113207
1.80810559106891,-1.52909246827486,-2.3814562913917,-1.3357906059629
2.11059676525771,-1.34293653145531,-1.53611278688275,-1.2111058133642
2.3592454497484,-1.54665517750953,-0.580065363532407,-1.327226771861
1.55227086405961,-0.867970441579247,-0.116553200314913,-0.828791417496306
0.354214801263674,-0.479249249422334,0.93471238974182,-0.546525237673657
0.563824517780605,0.0216404826491987,0.933478663743264,-0.0221141065108402
1.59246452057678,0.182710896597015,1.67519039632132,0.226747156804864
0.602410397640969,0.711592396857603,1.9683265221066,0.52948987610876
0.700492955025444,1.1971959191706,1.57162738073547,1.29788986193412
0.951085984643028,2.3769492551117,1.44815514476185,2.56466055629838
