"MDVP.Fo.Hz.","MDVP.Fhi.Hz.","MDVP.Flo.Hz.","MDVP.Jitter.Abs.","Shimmer.DDA","HNR","RPDE","DFA","spread1","spread2","D2","PPE"
-0.864851485149587,-0.642654269389425,-0.0945055583639511,1.33231267249047,1.35129961002855,-0.364154916363022,-0.650301117488784,1.88526026185789,1.4437582426061,0.903944047983153,-0.0811972936576041,1.8067352844519
-0.838272031598208,-0.447261440913413,-0.929974298022249,0.756707130636144,0.606567279027275,-0.200365376290384,-0.769864460673726,1.73856777729001,0.805204138498317,0.472167680710222,-0.199876132811089,0.8778217350872
-0.379097163715076,-0.368272439372569,-1.14458082784431,0.612851995259571,0.159337385658835,-0.475377310266033,-0.173730298780126,0.130212015183163,0.293589569235458,-0.132006849522762,-0.152866947177682,0.218268622824376
0.0806497989067103,0.000946346757686766,-0.833613576520283,-0.0193419366220399,-0.171031738584667,-0.727300179937462,1.07437036630646,0.291255987116898,-0.0033932649543125,-1.24319927612455,-1.15269815919427,-0.0265983010517732
-1.07324663937351,-0.855712881877773,-0.420359526310651,-0.0383428490466865,-0.530696872221785,0.0969310302264886,0.807230128922483,-0.246130089745727,-0.0627810821228637,-0.889093326930485,-1.01005973358514,-0.0489469775604194
-0.980044822418812,-0.785862925587516,-0.15802337128104,-0.398665988146908,-0.749717491705414,0.906774834359482,1.14014313233929,0.818939071445296,-0.210244868141324,-0.0796154152936969,-1.09153198933389,-0.221667443874016
-0.745607798674784,-0.696669230150059,-0.0403650918548063,-0.2850358821651,-0.521270419953781,0.656353168555592,0.365901058738403,0.717176427396058,-0.693658817301916,0.629476102311483,-0.701471726424284,-0.85855563775062
-1.03851759536225,-0.720537509366551,-0.226585665990873,-0.0346939355963601,0.0359869711058799,0.690842381114986,-0.411414637924833,1.60619880163166,0.171101175278909,0.661825499592075,-1.12661995188855,0.193967029620416
-0.988099961049205,-0.449447187172882,-0.239749630264872,0.776992448102374,0.0272641786074941,-0.0209749117089201,0.413788337260408,1.78758135328804,1.05822306414972,0.192060132360316,-1.16880157076605,1.30706282403937
-1.28746511743981,-0.881400147481713,-0.695073929257082,1.56630166768843,0.204882405704783,-0.585635910595679,0.895103140054353,1.30998696356615,0.712782202391452,0.481775185260898,0.0281426316824143,0.802622704064421
-1.36670609768658,-0.964853494736112,-0.616901291549073,0.645975750292903,0.219520622226069,-0.47500830679418,0.579907076060526,1.10842575822811,0.737806368914747,-0.667309359174982,0.124745210204551,0.846570660819872
-0.304522143006261,-0.247542613883622,-1.04526187192617,0.542202388443537,0.871293615198085,-0.491976796766642,0.115967232425766,0.286613116883961,0.00863841173470437,-0.830699493342771,-0.536062477843093,-0.109875254512555
-0.329703237222526,-0.334339060629618,-0.624381254359457,-0.107840586621816,0.0912486335619808,-0.178518793371488,0.44723663482768,-0.140173085037748,-0.228053574075533,-0.946340671562986,-0.867302306018535,-0.259763641703918
-0.625661450138186,-0.324839957378028,-0.329473554553184,-0.490318022735645,-0.890857035368552,0.710809503671765,0.376627108679134,-1.15739191400981,-0.378548761662925,-0.781608060436409,-0.858939007952847,-0.367756511161526
-0.845260302094113,-0.776857804636863,-0.182178932036773,-0.373738247365871,-1.04579451977527,0.99795466808508,-0.222084607908719,-0.0929038925660409,-0.708661240156931,-0.631360615577496,-0.557267305663194,-0.709229614080564
-0.616321093182128,-0.634614999855094,0.0879715208514126,-0.243834919886787,-0.201035028632822,0.725283809523206,-0.57972184010364,1.0617518381107,-1.15366172583391,0.251342921776439,-0.710784288474436,-0.79646048348596
-1.40428845337266,-1.02016348504749,-0.590800151502124,0.459860229649773,0.219836695948274,-0.00918538965382829,1.3911475147092,1.07486264319709,0.528616390974176,0.277608100173262,-0.924716768583473,0.592761717623171
-1.48745767916171,-0.846435257468718,-0.645152475156532,0.460659124896788,-0.302145850315316,-0.0770820786512872,0.862029504823931,1.21960162344976,0.471637692425952,1.5134382884541,0.186688147442608,0.570159337137566
-0.773029619384709,-0.214241181960445,-0.877639805886165,0.949410765175005,0.755679878856801,-0.656331378036361,0.430956004227352,0.101584587798904,0.330451927879341,-0.0407639427107419,0.730972796327392,0.36286520770901
-0.0928435486419732,-0.370804732559165,-0.0649998613156294,-0.30286785894959,1.82879594299943,-0.39608128007942,-0.251918336060223,-0.0130416534325056,-0.470830151450432,-0.886795803368146,-0.373832174029671,-0.559282857610202
0.0260512308092906,-0.316883471765006,-1.01466812763277,-0.687671099346081,-0.00676238485874125,0.382449354943648,-0.0966339459287577,-0.635452566436709,-0.452597403764332,-0.366931792413016,-0.64523231020371,-0.455714710647391
-0.0345256772124507,-0.0916408086538664,-0.170432593587611,-0.676537159730323,-0.860594297440335,1.02924351939467,-0.662009466113139,-0.519237514010645,-1.06154173575936,0.414961522781728,-0.00744666555563004,-1.10536262608221
